id,title,corpus,poster,backdrop
2655,What Lies Beneath,Lies Beneath Claire Spencer starts hearing ghostly voices seeing spooky images wonders otherworldly spirit trying contact her while husband tries reassure telling head Claire investigates discovers man loves might know hes letting on perfect husband one mistake followed home secret hauntedhouse ouijaboard harrisonford michellepfeiffer dianascarwid robertzemeckis drama horror mystery,/2L3Cn0CizbSy2E9KJt1SiOSyb6p.jpg,/3ImlQ6VRyv2yKxT1cDYMeWHXMJx.jpg
65754,The Girl with the Dragon Tattoo,Girl Dragon Tattoo Englishlanguage adaptation Swedish novel Stieg Larsson follows disgraced journalist Mikael Blomkvist investigates disappearance weary patriarchs niece 40 years ago aided pierced tattooed punk computer hacker named Lisbeth Salander work together investigation Blomkvist Salander uncover immense corruption beyond anything ever imagined Evil shall evil expelled rape journalist basedonnovel danielcraig rooneymara christopherplummer davidfincher thriller crime mystery,/zqDopwg7XQ4IfFX2dRlQCT1SwMG.jpg,/7Rk0eX4bpis4EeumxcxdH9FuYs8.jpg
686,Contact,Contact Contact science fiction film encounter alien intelligence Based novel Carl Sagan film starred Jodie Foster one chosen scientist must make difficult decisions beliefs truth reality us seems like awful waste space basedonnovel nasa newmexico jodiefoster matthewmcconaughey jameswoods robertzemeckis drama sciencefiction mystery,/bCpMIywuNZeWt3i5UMLEIc0VSwM.jpg,/lpqLdupRPthO9lOLxRICQ3h6F3s.jpg
297,Meet Joe Black,Meet Joe Black grim reaper comes collect soul megamogul Bill Parrish arrives proposition Host vacation among living trade days existence Parrish agrees using pseudonym Joe Black Death begins taking part Parrishs daily agenda falls love mans daughter Yet Blacks holiday over Parrishs life Sooner later everyone does lifeanddeath loveatfirstsight brokenengagement bradpitt anthonyhopkins claireforlani martinbrest fantasy drama mystery,/fDPAjvfPMomkKF7cMRmL5Anak61.jpg,/uMBByiSDpgFwWVegAtwwnuzvogJ.jpg
9637,Scooby-Doo,ScoobyDoo Mystery Inc gang gone separate ways apart two years receive invitation Spooky Island knowing others also invited show discover amusement park affects young visitors strange ways Get Clue amateurdetective voodoo resort freddieprinzejr sarahmichellegellar matthewlillard rajagosnell mystery adventure comedy,/mTAiBJGg8mqEfnYHHbi37ZoRSZm.jpg,/6aPq50Uk7EbgQwgdC5ol7yKs2l6.jpg
1949,Zodiac,Zodiac true story investigation The Zodiac Killer serial killer terrified San Francisco Bay Area taunting police ciphers letters case becomes obsession four men lives careers built destroyed endless trail clues Theres one way lose life killer california sanfrancisco killing jakegyllenhaal robertdowneyjr markruffalo davidfincher crime drama mystery,/6YmeO4pB7XTh8P8F960O1uA14JO.jpg,/cYU5msaAPbHRZ3Qm4Y36Fz8wkqX.jpg
11324,Shutter Island,Shutter Island World War II soldierturnedUS Marshal Teddy Daniels investigates disappearance patient hospital criminally insane efforts compromised troubling visions also mysterious doctor Someone missing basedonnovel island hurricane leonardodicaprio markruffalo benkingsley martinscorsese drama thriller mystery,/4GDy0PHYX3VRXUtwK5ysFbg3kEx.jpg,/2nqsOT2AqPkTW81bWaLRtjgjqVM.jpg
13027,Eagle Eye,Eagle Eye Jerry Shaw Rachel Holloman two strangers whose lives suddenly thrown turmoil mysterious woman never met Threatening lives family unseen caller uses everyday technology control actions push increasing danger events escalate Jerry Rachel become countrys mostwanted fugitives must figure happening them walk Run artificialintelligence washingtondc secretidentity shialabeouf michellemonaghan rosariodawson djcaruso mystery thriller action,/9KCOv0hL37IN3tWG3j86eZg3xDH.jpg,/xQc51OBY9UNF2fQKyAOXZE7az2w.jpg
8834,Conspiracy Theory,Conspiracy Theory man obsessed conspiracy theories becomes target one theories turns true Unfortunately order save himself figure theory is paranoid nightmares come true newyork cia helicopter melgibson juliaroberts patrickstewart richarddonner action drama mystery,/wj0n6gci4EMWRhV9ozCKTgESGdB.jpg,/c0G6f2GFlDFujX976oiak8VsR2I.jpg
14462,The Manchurian Candidate,Manchurian Candidate army unit ambushed first Gulf War Sergeant Raymond Shaw saved fellow soldiers commanding officer thenCaptain Ben Marco knocked unconscious Brokering incident political capital Shaw eventually becomes vicepresidential nominee Marco haunted dreams happened  happen  Kuwait Marco now Major investigates story begins unravel point questions happened all possible entire unit kidnapped brainwashed believe Shaw war hero part plot seize White House powerful people Manchurian Global corporation appear desperate stop finding out summer everything control senator gulfwar canoe denzelwashington merylstreep lievschreiber jonathandemme drama thriller mystery,/4xEWtEbKK2EXMZ8UPff8hDCSiVW.jpg,/aHhR1Q5yOaCLCEDtyDXtiRNeyf6.jpg
330770,Ãvolution,Ãvolution 11yearold Nicolas lives mother seaside housing estate place ever sees activity hospital boys village forced undergo strange medical trials attempt disrupt phases evolution  nurse sea beach maxbrebant roxaneduran juliemarieparmentier lucilehadzihalilovic mystery drama horror,/sQHzLbZEnDvNQZRqn7HJDJu4vWz.jpg,/209byuaET9OF3sbR68c6Rs6j667.jpg
11026,Exorcist: The Beginning,Exorcist Beginning lived traumatizing events WWII Father Lankester Merrin takes sabbatical Church conduct archaeological excavations Britishadministered East Africa Merrin unearths ancient Byzantine church believed built immediately buried keep evil crypt below natives convinced uncovering church unleashed demon begin violently clash British military troops village rapidly disintegrates chaos war Merrin must faceoff demon taken possession somebody close him Go back horror began secret obsession exorcism stellanskarsgÃ¥rd izabellascorupco jamesdarcy rennyharlin horror mystery thriller,/phXWlfOuTxzOnO96BNZ8CiSJqZk.jpg,/hz4Tzv4jac2usrCpMUGJp4akkoK.jpg
2026,Hostage,Hostage mafia accountant taken hostage beat police officer â wracked guilt prior stint negotiator â must negotiate standoff even family held captive mob Every Second Counts fbi kidnapping policeoperation brucewillis kevinpollak jimmybennett florentemiliosiri mystery drama thriller,/vjhLmtjO2pMQXRgkxcwZoq2Ma8n.jpg,/aK1uB5c111DXSvPOrriizPoWwh9.jpg
8688,Snake Eyes,Snake Eyes bets corrupt homicide cop Rick Santoro witnesses murder boxing match lifelong friend naval intelligence agent Kevin Dunne uncover conspiracy behind killing every turn Santoro makes increasingly shocking discoveries even cant turn blind eye to Believe everything except eyes casino politicalactivism boxer nicolascage garysinise johnheard briandepalma crime mystery,/gsh9mQKRrr4M90XC9Rr0wxefc9u.jpg,/AvBw1HCtnpIq80rAK7imMylhOWr.jpg
6947,The Village,Village willful young man tries venture beyond sequestered Pennsylvania hamlet actions set chain chilling incidents alter community forever turning back secret forest ruralsetting brycedallashoward joaquinphoenix adrienbrody mnightshyamalan drama mystery thriller,/v7UvYtKfIVaHLaHwVgfalyrK7Ho.jpg,/kfoIyczJCpnv5c4MJahmyVOiYB2.jpg
1903,Vanilla Sky,Vanilla Sky David Aames Tom Cruise all wealth good looks gorgeous women arm begins falling warmhearted Sofia Penelope Cruz face horribly disfigured car accident Thats beginning troubles lines illusion reality life death blurred Forget everything know open eyes amnesia exgirlfriend virtualreality tomcruise penÃ©lopecruz camerondiaz cameroncrowe drama mystery romance,/cAh2pCiNPftsY3aSqJuIOde7uWr.jpg,/wwLufumafJojc59hgIamHyJSTO9.jpg
201088,Blackhat,Blackhat man released prison help American Chinese authorities pursue mysterious cyber criminal dangerous search leads Chicago Hong Kong longer control terrorist technology antihero chrishemsworth leehomwang tangwei michaelmann crime drama mystery,/7zu6HPnKPjNA7NuR4DGRdaH0PdX.jpg,/1u7TuvR5mSUz2xRQhz01i75IwdT.jpg
5137,Sky Captain and the World of Tomorrow,Sky Captain World Tomorrow gigantic robots attack New York City Sky Captain uses private air force fight off exgirlfriend reporter Polly Perkins investigating recent disappearance prominent scientists Suspecting link global robot attacks missing men Sky Captain Polly decide work together fly Himalayas pursuit mysterious Dr Totenkopf mastermind behind robots save us londonengland himalaya journalist judelaw gwynethpaltrow giovanniribisi kerryconran mystery action thriller,/cO73CS7XKRPfGYh6G36StnhswQc.jpg,/pmYZxNYWA2FAZjgee7nWS8NKjsM.jpg
3093,Basic Instinct 2,Basic Instinct 2 Novelist Catherine Tramell trouble law Scotland Yard appoints psychiatrist Dr Michael Glass evaluate her Though like Detective Nick Curran him Glass entranced Tramell lured seductive game Everything interesting begins mind malenudity sex legs sharonstone davidmorrissey charlotterampling michaelcatonjones crime mystery thriller,/kbxuAUIKrZHXXRxVvVYw95HWPKJ.jpg,/g03rOxKeJJbgR3Lvzrcdii55dm8.jpg
1844,Entrapment,Entrapment Two thieves travel elegant circles try outsmart and process end falling love trap set londonengland newyearseve skyscraper seanconnery catherinezetajones willpatton jonamiel romance drama mystery,/onEHQY4M22CluNfocJRGsVg0dK6.jpg,/rsV4f4dzHyJIZ3WGNykh7K2WMHZ.jpg
846,The X Files,X Files Mulder Scully taken FBIs X Files cases must find way fight shadowy elements government find truth conspiracy might mean alien colonization Earth Fight Future bomb helicopter secret davidduchovny gilliananderson mitchpileggi robbowman mystery sciencefiction thriller,/yLIw6shz2WC3W3iI0jROsF4B2ha.jpg,/2ZuNdBOSUamCo6mU1Ew1KEaN8Zc.jpg
345,Eyes Wide Shut,Eyes Wide Shut Dr Bill Hartfords wife Alice admits sexual fantasies man met Bill becomes obsessed sexual encounter discovers underground sexual group attends one meetings  quickly discovers head Cruise Kidman Kubrick lifeanddeath sexualobsession freelove tomcruise nicolekidman madisoneginton stanleykubrick mystery drama,/knEIz1eNGl5MQDbrEAVWA7iRqF9.jpg,/cAZ87S5bONxKMMAlPxK8LZvdOcm.jpg
11412,The Long Kiss Goodnight,Long Kiss Goodnight Samantha Caine suburban homemaker ideal mom 8 year old daughter Caitlin lives Honesdale PA job teaching school makes best Rice Krispie treats town receives bump head begins remember small parts previous life lethal topsecret agent Whats forgotten always gone assassination amnesia hostage geenadavis samuelljackson yvonnezima rennyharlin crime action mystery,/yREdXX5lMFUKhTvb0ofI7mzUHlR.jpg,/9FruzPAcK9PcEQAZBCbza2fXt4U.jpg
273248,The Hateful Eight,Hateful Eight Bounty hunters seek shelter raging blizzard get caught plot betrayal deception one comes without damn good reason bountyhunter wyoming mountains samuelljackson kurtrussell jenniferjasonleigh quentintarantino crime drama mystery,/jIywvdPjia2t3eKYbjVTcwBQlG8.jpg,/7gfDVfaw0VaIkUGiEH13o3TIC7A.jpg
210577,Gone Girl,Gone Girl wifes disappearance become focus intense media circus man sees spotlight turned suspected may innocent know got til its basedonnovel marriagecrisis disappearance benaffleck rosamundpike carriecoon davidfincher mystery thriller drama,/qymaJhucquUwjpb8oiqynMeXnID.jpg,/h2JaQWLKhapm7AuSViJwGiv8ngC.jpg
2501,The Bourne Identity,Bourne Identity Wounded brink death suffering amnesia Jason Bourne rescued sea fisherman nothing go Swiss bank account number starts reconstruct life finds many people encounters want dead However Bourne realizes combat mental skills worldclass spy â work for perfect weapon became target paris barcelonaspain assassin mattdamon frankapotente chriscooper dougliman action drama mystery,/aP8swke3gmowbkfZ6lmNidu0y9p.jpg,/uSkcH2bcDBkUZCZMPcLSzaMY0td.jpg
2275,The General's Daughter,Generals Daughter body Army Capt Elizabeth Campbell found Georgia military base two investigators Warrant Officers Paul Brenner Sara Sunhill ordered solve murder uncover anything clearcut Unseemly details emerge Campbells life leading allegations possible military coverup death involvement father Lt Gen Joseph Campbell Go behind lies suicide detective basedonnovel johntravolta madeleinestowe jamescromwell simonwest crime drama mystery,/yGQ26eQUPaU2cWpZsdn2RgSOj0D.jpg,/aRe0MS4U1XJc4zFqaoAw3d3UyHP.jpg
9620,Paycheck,Paycheck Michael Jennings genius whos hired â paid handsomely â hightech firms work highly sensitive projects shortterm memory erased hes incapable breaching security end threeyear job hes told getting paycheck instead receives mysterious envelope clues must piece together find paid â hes hot water Remember future prophecy engineer scientist benaffleck aaroneckhart umathurman johnwoo action adventure mystery,/icoa6KslkhXKnxLreZ6vXnDimpQ.jpg,/rObU664nB6WmWUduCcwYOUYkPAt.jpg
7485,Shooter,Shooter marksman living exile coaxed back action learning plot kill president Ultimately doublecrossed framed attempt goes run track real killer find exactly set up why Yesterday honor Today justice corruption sniper senator markwahlberg michaelpeÃ±a dannyglover antoinefuqua action drama mystery,/tyRP8JedrDkPPvH3JxKYsdP2esu.jpg,/uy2trYgO8MOQfQXlvMaLhBnkUqg.jpg
12201,Edge of Darkness,Edge Darkness seasoned homicide detective Thomas Craven seen bleakest side humanity nothing prepares toughest investigation life search daughter Emmas killer Now personal mission uncover disturbing secrets surrounding murder including corporate corruption government collusion Emmas mysterious life secrets take us edge murder violence deathofdaughter melgibson raywinstone dannyhuston martincampbell crime drama mystery,/pvHjp1vEFmp5FquSCPQ2O95tIZJ.jpg,/eXVpAa5MLQalttIqiYfuEHZYIE9.jpg
11015,The Relic,Relic researcher Chicagos Natural History Museum returns South America crates containing findings crates arrive museum without owner appears little inside However police discover gruesome murders cargo ship brought crates US another murder museum itself Next Evolution Terror chicago basedonnovel monster penelopeannmiller tomsizemore lindahunt peterhyams horror mystery thriller,/3MpMbZTrXp6ccrir16nV7YTJ4vx.jpg,/A21CdNF0nsnTPPreSkTsjmGmHQU.jpg
8413,Event Horizon,Event Horizon year 2047 group astronauts sent investigate salvage long lost starship Event Horizon ship disappeared mysteriously 7 years maiden voyage return comes even mystery crew Lewis Clark discover real truth behind disappearance something even terrifying Infinite Space  Infinite Terror spacemarine nudity nightmare laurencefishburne samneill kathleenquinlan paulwsanderson horror sciencefiction mystery,/6b5Kux470PpQkgBdRqE9WtUpYfE.jpg,/fsEUiXQUUL2t52IcR7KHZpGg1Oq.jpg
137321,Winter's Tale,Winters Tale burglar falls heiress dies arms learns gift reincarnation sets save her true story true love basedonnovel colinfarrell jessicabrownfindlay russellcrowe akivagoldsman drama fantasy mystery,/dwDAUpidqVEql6w1o51VIPlMtbG.jpg,/nM6Ysyx8FN6YBmeiWwyyi6eGmpN.jpg
1813,The Devil's Advocate,Devils Advocate hotshot lawyer gets bargained learns new boss Lucifer himself Evil winning ways childabuse southernusa obsession keanureeves alpacino charlizetheron taylorhackford drama horror mystery,/5ZzBGpxy55OQzHxKVY11IpY6a0o.jpg,/i9lR2jLV0dHVfVs1u6QqqbQAE9I.jpg
9315,Flightplan,Flightplan claustrophobic Hitchcockian thriller bereaved woman daughter flying home Berlin America 30000 feet child vanishes nobody admits ever plane Someone Took Everything Live For Far Would Go Get Back berlin lossoffather airplane jodiefoster petersarsgaard seanbean robertschwentke thriller drama mystery,/oNjZFzbe7PfF3TxztNHDkinOPyB.jpg,/59vrJSluVcM4bs9nnGMYnXX569o.jpg
12117,Instinct,Instinct Dr Ethan Powell anthropologist Africa studying apes lost two years found kills 3 men puts 2 hospital Cuba Goodings character psychiatrist wants take task trying get Dr Powell speak maybe even stand judgment trial release prison mental cases Along way Cuba deal also helping mental patients abused neglected process Cuba learns things life Anthony Hopkins character Dr Powell  prison gorilla research anthonyhopkins cubagoodingjr donaldsutherland jonturteltaub drama mystery thriller,/8EKmzia6awjsqFxgBk5a82aTmb6.jpg,/uqa2PKpMzNMm5nkW2Xwio7TVIli.jpg
3580,Changeling,Changeling Christine Collins overjoyed kidnapped son brought back home Christine suspects boy returned child police captain committed asylum find son one else dared corruption mother nudity angelinajolie jeffreydonovan johnmalkovich clinteastwood crime drama mystery,/iECXjFF8JkTnNJvik14WbPpc9s9.jpg,/hmw8oa2aJvhKbfibs8dp3vsNCDI.jpg
9566,The Fan,Fan San Francisco Giants pay centerfielder Bobby Rayburn 40 million lead team World Series one happier supportive 1 fan Gil Renard Rayburn becomes mired worst slump career obsessed Renard decides stop nothing help idol regain former glory even murder fans favorite player one favorite target sport luck sanfranciscogiants robertdeniro wesleysnipes ellenbarkin tonyscott drama mystery thriller,/lu7CjP8YES5dJMCFg5O9o9jCkjl.jpg,/dISWllRkiQ1l5Nbn5JMZbz6RHoh.jpg
11456,Domestic Disturbance,Domestic Disturbance divorced father discovers 12yearold sons new stepfather made be anything protect family menace adoption dangerous johntravolta vincevaughn teripolo haroldbecker mystery thriller crime,/3yAhZB2fsaD1H69Vsro02ucvDO.jpg,/uKwQGbxSQ3VWfVRJWeZ7sNQlBJ5.jpg
37686,Super 8,Super 8 1979 Ohio several youngsters making zombie movie Super8 camera midst filming friends witness horrifying train derailment lucky escape lives soon discover catastrophe accident series unexplained events disappearances soon follows Deputy Jackson Lamb father one kids searches terrifying truth behind crash Arrives 1970s secret alien joelcourtney ellefanning rileygriffiths jjabrams thriller sciencefiction mystery,/sytFL6ALMAesKZoarlp7bIDKnns.jpg,/tQFwpwJg6Je7l6A8rgRZ8yefvdV.jpg
225574,Non-Stop,NonStop Bill Marks burnedout veteran Air Marshals service views assignment lifesaving duty desk job sky However todays flight routine trip Shortly transatlantic journey New York London receives series mysterious text messages ordering government transfer 150 million secret account passenger die every 20 minutes hijacking beginning airplane conspiracy airplanecrash liamneeson juliannemoore scootmcnairy jaumecolletserra action thriller mystery,/Nkgaj3X0W2jHQ1TzHEgWFpN3kJ.jpg,/7UOWJEhNbePQeGSaVn9PvcRaujX.jpg
2649,The Game,Game honor birthday San Francisco banker Nicholas Van Orton financial genius coldhearted loner receives unusual present younger brother Conrad  gift certificate play unique kind game nearly nanosecond Nicholas finds consumed dangerous set everchanging rules unable distinguish charade ends reality begins get man everything brotherbrotherrelationship birthday dangeroflife michaeldouglas seanpenn deborahkaraunger davidfincher drama thriller mystery,/4UOa079915QjiTA2u5hT2yKVgUu.jpg,/k7GM13qRYSour3lk90Dq1EwdpoW.jpg
588,Silent Hill,Silent Hill eerie deserted ghost town Silent Hill draws young mother desperate find cure childs illness Unable accept doctors diagnosis daughter permanently institutionalized psychiatric care Rose flees child heading abandoned town search answers â ignoring protests husband soon clear place unlike anywhere ever been smothered fog inhabited variety strange beings periodically overcome living darkness literally transforms everything touches Rose searches little girl begins learn history strange town realizes daughter pawn larger game Weve expecting you monster motherrole burningofwitches radhamitchell seanbean laurieholden christophegans horror mystery,/r0bEDWO2w4a43K2xTNSF284qOsc.jpg,/29BCwmpV9HQUekAGlJLplkslRRf.jpg
10782,Basic,Basic DEA agent investigates disappearance legendary Army ranger drill sergeant several cadets training exercise gone severely awry Deception deadly weapon drugaddiction militarycourt panama johntravolta connienielsen samuelljackson johnmctiernan action drama mystery,/uXgx1wQgH7KhqK2Y4ZeicPd9PaN.jpg,/yJtLib6f8a61mO3u59JRmjQ7IOg.jpg
9573,Blood Work,Blood Work Still recovering heart transplant retired FBI profiler returns service blood analysis offers clues identity serial killer Hes heartbeat away catching killer houseboat heart investigation clinteastwood jeffdaniels anjelicahuston clinteastwood crime drama mystery,/A6wWJkIREagRWFNu3YotID3n9aW.jpg,/6Jatq6wjJ4c2YbPkE5e5VzukEI2.jpg
2252,Eastern Promises,Eastern Promises Russian teenager living London dies childbirth leaves clues midwife journal could tie child rape involving violent Russian mob family Every sin leaves mark londonengland gay malenudity naomiwatts viggomortensen vincentcassel davidcronenberg thriller crime mystery,/dpiJWb4NrWgcOg2rusuLhDM0hTm.jpg,/vuaW5CNx92JxvudfVnmPWSxjewP.jpg
69668,Dream House,Dream House Publisher Atenton quits lucrative job New York relocate wife Libby daughters quaint town New England However settle home Atentons discover woman children murdered there surviving husband towns prime suspect help neighbor close murdered family pieces together horrifying chain events upon time two little girls lived house housefire extensionladder lastdayonjob danielcraig naomiwatts rachelweisz jimsheridan drama thriller mystery,/uQFbnBEYguc6EWYKG0Hgq4LVdc2.jpg,/9eYiTREMNfjyU9kLr9v6vhllmha.jpg
11863,Jade,Jade Someone nasty hatchet job San Fransisco big noise Assistant DA takes charge investigation web blackmail prostitution involving Governor old lover law man emerges prime suspect deal personal feelings well case fantasies go far callgirl sanfrancisco investigation davidcaruso lindafiorentino chazzpalminteri williamfriedkin action thriller mystery,/lPkDrz6e5DWkKailsx3mIjtq0GF.jpg,/qNJ1oPtENsAUC5fE6MAOtZMriw3.jpg
9481,The Bone Collector,Bone Collector Rookie cop Amelia Donaghy reluctantly teams Lincoln Rhyme â formerly departments top homicide detective paralyzed result spinal injury â catch grisly serial killer dubbed The Bone Collector murderers special signature leave tantalizing clues based grim remains crimes Serial killer vs forensic genius paraplegic investigation psychopath denzelwashington angelinajolie queenlatifah phillipnoyce drama mystery thriller,/4HiIegmRMV147NDLAEhXI8duho.jpg,/hMclNPye6G3ouN5QdusrlTK0SaE.jpg
320,Insomnia,Insomnia Two Los Angeles homicide detectives dispatched northern town sun set investigate methodical murder local teen tough cop brilliant killer unspeakable crime detective confession fbi alpacino robinwilliams hilaryswank christophernolan crime mystery thriller,/riVXh3EimGO0y5dgQxEWPRy5Itg.jpg,/jU8MC5uSgBkZXyZYGtZgMsMsfeN.jpg
10684,Courage Under Fire,Courage Fire US Army officer made friendly fire mistake covered reassigned desk job Later tasked investigate female chopper commanders worthiness awarded Medal Honor posthumously first seemed order begins notice inconsistencies testimonies witnesses medal honor search justice battle truth gulfwar pilot usarmy denzelwashington megryan loudiamondphillips edwardzwick drama thriller mystery,/vDJurMJkrx049AiXa3DJx5Zx7a4.jpg,/51Mr7maI9JaE3pY2CeUSZHTdRas.jpg
9944,The Pelican Brief,Pelican Brief Two Supreme Court Justices assassinated One lone law student stumbled upon truth investigative journalist wants story Everybody else wants dead Two Supreme Court Justices assassinated One lone law student stumbled upon truth investigative journalist wants story Everybody else wants dead judge professor missionofmurder juliaroberts denzelwashington samshepard alanjpakula drama mystery thriller,/1V9B0fk3dh2Af2yUI5mAEETJNNT.jpg,/dMFVSGbgtVTedpewA4PHykQuEEK.jpg
768,From Hell,Hell Frederick Abberline opiumhuffing inspector Scotland Yard falls one Jack Rippers prostitute targets Hughes brothers adaption graphic novel posits Rippers true identity legend survive lossoffamily drugaddiction jacktheripper johnnydepp heathergraham ianholm alberthughes horror mystery thriller,/t2WpWM8nBO4sULXr2bDfNEt4qgr.jpg,/xo2S7gRwCvWdVqM0Swv37yA2rzw.jpg
5955,The Pledge,Pledge police chief retire pledges help woman find daughters killer Based story Swiss writer Friedrich DÃ¼rrenmatt  promise murder drawing jacknicholson aaroneckhart helenmirren seanpenn crime drama mystery,/9QOzFL3FPMAUNNPrNiKC3mEDxco.jpg,/o62VYsoyEUYgYMn21Thd9GHTuUE.jpg
11439,The Ghost Writer,Ghost Writer writer stumbles upon longhidden secret agrees help former British Prime Minister Adam Lang complete memoirs remote island politicians assistant drowns mysterious accident director Roman Polanskis tense drama author realizes discovery threatens powerful people anything ensure certain episodes Langs past remain buried Read lies londonengland cia warcrimes ewanmcgregor piercebrosnan jonbernthal romanpolanski thriller mystery,/rK7m2Ba0ieXa37NaAmrx4dfRvvM.jpg,/6YAtj6HK9rHmBRvPL5YgP60Whdq.jpg
37233,The Firm,Firm Mitch McDeere young man promising future Law sit Bar exam approached The Firm made offer refuse Seduced money gifts showered him totally oblivious sinister side company Then two Associates murdered FBI contact him asking information suddenly life ruined choice  work FBI stay Firm Either way lose life knows it Mitch figures way follow plan Power murder resist fbi law tennessee tomcruise jeannetripplehorn genehackman sydneypollack drama mystery thriller,/4YL87D5UEV4c6tqmDkNdo1FJ4xH.jpg,/rB4oTSg3PkH828b3hwn231brzwh.jpg
11560,High Crimes,High Crimes High powered lawyer Claire Kubik finds world turned upside husband thought Tom Kubik arrested revealed Ron Chapman Chapman trial murder Latin American villagers Marines Claire soon learns navigate military justice system shell need help somewhat unconventional Charlie Grimes Everything trust Everything know May lie basedonnovel witness village ashleyjudd morganfreeman jimcaviezel carlfranklin drama mystery thriller,/9sj9rUr7Vu5IfOQHnYKnJuVEw0B.jpg,/lBCV9MT970TtFpYJNCd1HOsT1hE.jpg
