id,title,corpus,poster,backdrop
65749,"Tango, no me dejes nunca",Tango dejes nunca dangerous love affair inspires director create spectacular bodly seductive dance film ever made 1998 Oscar Nominee Best Foreign Language Film Tango ever leave dancer tango musical miguelÃ¡ngelsolÃ¡ cecilianarova mÃ­amaestro carlossaura drama foreign romance,/87Ze0JLbWYuYbWc1qf6aGxHipnI.jpg,/uiEcc0rRtbYGFpwvm35MeBFQjCa.jpg
66607,Salvando al Soldado Perez,Salvando al Soldado Perez La vida ha llevado JuliÃ¡n PÃ©rez por caminos equivocados pero el destino le presentarÃ¡ este hombre la oportunidad de encontrar su redenciÃ³n cuando es enviado la misiÃ³n mÃ¡s peligrosa noble de toda su vida una misiÃ³n ordenada por la Ãºnica autoridad que todavÃ­a respeta su madre DoÃ±a Elvira JuliÃ¡n debe viajar hasta el otro extremo del mundo un lugar llamado Irak traer de vuelta vivo su hermano menor el soldado de infanterÃ­a Juan PÃ©rez Con la promesa hecha JuliÃ¡n PÃ©rez regresa su natal Sinaloa donde reclutarÃ¡ un comando de elite destinado cumplir una misiÃ³n suicida viajar Irak salvar al soldado PÃ©rez   joaquÃ­ncosio gerardotaracena jaimecamil betogÃ³mez action comedy foreign,/ylXmX9vcP1W9La9FtOpV9OtXtMe.jpg,/aaGgm28mMBrX3iXviUIJv35Ysnj.jpg
17139,Karakter,Karakter JW Katadreuffe son Joba Katadreuffe AB Drevenhaven Though fully neglected Joba Dreverhaven ensures succesfull career son Mostly unseen though sues son times son Katadreuffe succeeds great costs  lawandethics jandecleir fedjavanhuÃªt bettyschuurman mikevandiem drama foreign history,/v7TWGTZ6fNkY72IyoiVIcnlwniU.jpg,/7rxKreyDYVaHCOm93cZ1GaK5ZeO.jpg
26379,Paa,Paa suffers progeria like syndrome Mentally 13 physically looks 5 times older spite condition Auro happy boy lives mother Vidya gynaecologist Amol young progressive politician man mission Auro Amols son Paa rare story fatherson sonfather relationship   amitabhbachchan abhishekbachchan vidyabalan  drama family foreign,/vslu8ixLEceu5qM0CnXMl4mavY9.jpg,/sMuzHkk7EfKm5JfEVi1VqCSiZVr.jpg
47452,Love and Death on Long Island,Love Death Long Island Giles DeAth widower like anything modern goes movies falls love film star Ronnie Bostock investigates everything movie Ronnie travels Long Island city Ronnie lives meets him pretending Ronnie great actor thats Giles admires him  obsession love obsessivelove johnhurt jasonpriestley sheilahancock richardkwietniowski drama romance foreign,/6DTNKPlSZGwlsAibzhdeKSZ2K88.jpg,/k4AryX0gnRHQW0n9JhS8DSc1DZz.jpg
20468,The Big Tease,Big Tease Thinking hes competing Los Angeles hot Platinum Scissors contest Scottish hairstylist Crawford Craig Ferguson leaves Glasgow film crew capture event learns hes mere audience member Crawford must find way become mane event Abhorrent Norwegian Stig stiffasgel competition Drew Carey others make cameo appearances hysterical mockumentar saw combed conquered hairdresser hairstylist craigferguson davidrasche marymccormack kevinallen comedy foreign,/i7HjSujyV4PpIcTzhlNxNGvMiRJ.jpg,/iLGS7I7tXgKfIOetvgwO8figNhh.jpg
89540,La otra conquista,La otra conquista film drama aftermath 1520s Spanish Conquest Mexico told perspective indigenous Aztec people explores social religious psychological changes brought historical process colonization defined American continent also highly reminiscent todayâs neocolonialism spirit people never conquered femalenudity pagan aztecindian damiÃ¡ndelgado josÃ©carlosrodrÃ­guez elpidiacarrillo salvadorcarrasco drama foreign,/cD1V0wj6CkKvEPrXb0ZAa0v7uJi.jpg,/lDKwVAsbqzEHryJOCcw5V7bmB2S.jpg
7509,Water,Water film examines plight group widows forced poverty temple holy city Varanasi focuses relationship one widows wants escape social restrictions imposed widows man highest caste follower Mahatma Gandhi  siteofpilgrimage widow varanasi lisaray sarala johnabraham deepamehta drama foreign romance,/tdg6JKcqjS7szenmabGAbe5RGdN.jpg,/fensSW5qw8nSYg6qmO6Dm6xEIr7.jpg
31163,Chicken Tikka Masala,Chicken Tikka Masala Jimi Chris Bisson Chopra familys son gets caught guard highhanded parents Saeed Jaffrey Jamila Massey announce arranged marriage Simran Jinder Mahal lovely girl respectable family Problem is Jimis gay hide homosexuality spins evermore elaborate web deceit  long conceal truth  comingout arrangedmarriage gayrelationship chrisbisson saeedjaffrey sallybankes harmagesinghkalirai comedy romance foreign,/sz7TBagHKYx6NI1XmRWIwoDDLri.jpg,/mOb0jhbDSlEI2jg8VgVldm9XkcD.jpg
20653,Roadside Romeo,Roadside Romeo story Romeo dude living life works  mansion live in chicks party cars driven around in one day family favourite pet of decided move left back abandoned mean streets Mumbai Romeo faced situations never before encounters four strays scare daylights him soon smooth talks way hearts makes friends Then Romeo finds love encounters beautiful ravishing Laila beautiful girl ever seen  loses heart first sight Finally encounters villain dreaded area  Charlie Anna everyone scared of hop adventure Romeo wins friendship love new life  spite Charlie Anna gang   saifalikhan kareenakapoor javedjaffrey  animation family foreign,/bPVOFujJiE4hLEUzZYx5Xnq1Qwy.jpg,/ei3Zc4thycgKtWqqEl78jVJGb5V.jpg
37232,Travellers and Magicians,Travellers Magicians young government official named Dondup smitten America he even denim gho dreams escaping stuck beautiful isolated village hopes connect US visa country misses one bus town Thimphu however forced hitchhike walk along Lateral Road west accompanied apple seller Buddhist monk ornate dragonheaded dramyin drunk widowed rice paper maker beautiful daughter Sonam bitter sweet temporary things illusion independentfilm bhutan tshewangdendup sonamlhamo lhakpadorji khyentsenorbu adventure drama foreign,/rVXiPoXzeoyExzepxdv4eQQMERa.jpg,/xhcitF19HBlc0Fv3TFMtnlPw0aS.jpg
44413,La niÃ±a santa,La niÃ±a santa Amalia adolescent girl caught throes emerging sexuality deeply held passion Catholic faith two drives mingle visiting Dr Jano takes advantage crowd get inappropriately close girl Repulsed inspired inner burning Amalia decides Godgiven mission save doctor behavior begins stalk Dr Jano becoming unusual voyeur temptation salvation hotel teenagegirl doctor marÃ­aalchÃ© mercedesmorÃ¡n carlosbelloso lucreciamartel drama foreign,/srA4HPJe0YpDTZ4L4Nj5psD7v48.jpg,/m8sGKsGuzUVpbHw9VsCiRdwemTF.jpg
56666,Fiza,Fiza 1993 Fizas brother disappears riots Mumbai 1999 Fiza tired waiting goes looking him Search brother suicide lossofbrother laughing hrithikroshan karismakapoor jayabachchan khalidmohammed drama foreign romance,/qS043WN2PK3tKljRyQKh8SXRHk5.jpg,/cTJwZ4ZP5eI6D8FJEa821Z3NZxQ.jpg
78705,Cama adentro,Cama adentro Buenos Aires deep recession money runs out relationship employer livein maid changes dramatically   normaaleandro normaargentina marcosmundstock jorgegaggero drama foreign,/fR5EaRGiDbTEk8O72Y7j5lSF2lY.jpg,
40658,Starsuckers,Starsuckers Starsuckers controversial documentary year released British cinemas November 2009 critical acclaim darkly humourous shocking exposÃ© celebrity obsessed media uncovers real reasons behind addiction fame blows lid corporations individuals profit it   elliscashmore maxclifford richardcurtis chrisatkins documentary foreign,/1z05uhHmSdXV8LGM8DPnBkf86DU.jpg,
139948,Burn,Burn characterdriven actionpacked documentary Detroit told eyes Detroit firefighters men women charged thankless task saving city many written dead One Year Front Lines Battle Save Detroit michigan crisis firefighting donaldaustin brendandoogiemilewski daveparnell tomputnam foreign documentary,/eJdm7heehvPAASGw5cc8q22yius.jpg,/8GCcXdMTk4fATovWc9Z16Q4z93t.jpg
13898,Ø¯Ø§ÛØ±Ù,Ø¯Ø§ÛØ±Ù Various women struggle function oppressively sexist society contemporary Iran   nargessmamizadeh maryiampalvinalmani mojganfaramarzi jafarpanahi drama foreign,/pAwGZCaNWNHx8SKuEHt3ANZwkwt.jpg,/xhY2teZJAyzVWvRB3I4Y0XRJNih.jpg
67238,Cavite,Cavite Adam security guard travels California Philippines native land fathers funeral arrives Manila waits phone rings backpack answers it male voice tells mother sister captives killed Adam cooperate next hour voice sends Adam bus taxi motorized tricycle foot urban landscape busy streets cramped apartments fetid squatters camp bank cockfighting arena church Adams conversations voice cover murder Islam jihad rebellion Mindanao family Adam commanded do    neilldelallana foreign thriller,/s3pDLyGpJ4ZGvY7fL6ie5bV7Ge7.jpg,
